remoteId,published,modified,Nome,"Abstract (descrizione in breve)",Descrizione,Competenze,"Scheda della struttura","Orario per il pubblico",Immagine,"Tipologia della Struttura","Servizio di appartenenza","Incarico di appartenenza","Ufficio di appartenenza","Struttura di appartenenza","Area di appartenenza",Circoscrizione,"Telefono segreteria",Fax,"Indirizzo e-mail","Indirizzo e-mail secondario","Indirizzo e-mail certificata",Sede,Indirizzo,CAP,"Identificativo DB AS400 struttura (univoco)","Codice identificativo della struttura AS400","Codice del servizio (primo livello) AS400","Codice dell'incarico (secondo livello) AS400","Codice dell'ufficio (terzo livello) AS400","Codice della struttura (quarto livello) AS400","Codice altra struttura (quinto livello) AS400","Data inizio validità","Data fine validità",lat,lon,address
struttura584,2021-01-01T00:00:00+01:00,2021-04-01T20:05:09+02:00,"Padre V.Tonini - Vigolo Baselga",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/padre-v.tonini-vigolo-baselga/12605309-3-ita-IT/Padre-V.Tonini-Vigolo-Baselga.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 03 - Bondone",0461-866291,0461-866291,tonini@citta-futura.it,,,"ASILO NIDO VIGOLO BASELGA (EX ELEMENTARE)","VIA DON LUCA DEFLORIAN, 20  ",38123,584,0,18,,1,14,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.081465,11.043728,"VIA DON LUCA DEFLORIAN, 20   "
struttura618,2021-01-01T00:00:00+01:00,2021-04-01T20:05:19+02:00,"L'Officina degli Gnomi - Villazzano 3",,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/l-officina-degli-gnomi-villazzano-3/12606397-2-ita-IT/L-Officina-degli-Gnomi-Villazzano-3.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 10 - Oltrefersina",0461-920367,0461-920367,circolo.coordinamento03@provincia.tn.it,,,"SCUOLA MATERNA E ASILO NIDO VILLAZZANO TRE","VIA CONCI, 12  ",38123,618,0,18,,1,62,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.040966,11.139549,"VIA CONCI, 12   "
struttura614,2021-01-01T00:00:00+01:00,2021-04-01T20:05:18+02:00,Sardagna,,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/sardagna2/12606269-2-ita-IT/Sardagna.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 04 - Sardagna",0461-234186,0461-234186,circolo.coordinamento05@provincia.tn.it,,,"SCUOLA MATERNA DI SARDAGNA","VIA CADUTI DI SARDAGNA, 8  ",38123,614,0,18,,1,58,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.063656,11.097598,"VIA CADUTI DI SARDAGNA, 8   "
struttura577,2021-01-01T00:00:00+01:00,2021-04-01T20:05:07+02:00,"La Trottola - Solteri",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/la-trottola-solteri/12605085-2-ita-IT/La-Trottola-Solteri.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889702,0461-889702,asilonido.solteri@comune.trento.it,,,"SCUOLA MATERNA A ASILO NIDO SOLTERI","VIA DEI SOLTERI, 24  ",38121,577,0,18,,1,6,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.087821,11.12102,"VIA DEI SOLTERI, 24   "
struttura579,2021-01-01T00:00:00+01:00,2021-04-01T20:05:08+02:00,"Gabbiolo - Villazzano",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gabbiolo-villazzano/12605149-2-ita-IT/Gabbiolo-Villazzano.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 09 - Villazzano",0461-910259,0461-910259,asilonido.gabbiolo@comune.trento.it,,,"ASILO NIDO A VILLAZZANO/GABBIOLO","VIA ZNOJMO, 12  ",38123,579,0,18,,1,8,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.051822,11.149914,"VIA ZNOJMO, 12   "
struttura617,2021-01-01T00:00:00+01:00,2021-04-01T20:05:19+02:00,Torrione,,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/torrione2/12606365-2-ita-IT/Torrione.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-232554,0461-232554,circolo.coordinamento04@provincia.tn.it,,,"EDIFICIO ""TORRIONE"" (MATERNA-NIDO-MENSA BRESADOLA)","VIA AL TORRIONE, 10  ",38122,617,0,18,,1,61,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.065259,11.122383,"VIA AL TORRIONE, 10   "
struttura600,2021-01-01T00:00:00+01:00,2021-04-01T20:05:14+02:00,"Piccolo Mondo",,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/piccolo-mondo/12605821-2-ita-IT/Piccolo-Mondo.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 10 - Oltrefersina",0461-925726,0461-925726,circolo.coordinamento03@provincia.tn.it,,,"SCUOLA MATERNA ""PICCOLO MONDO"" CLARINA","VIA A. GRAMSCI, 11  ",38123,600,0,18,,1,43,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.053322,11.126373,"VIA A. GRAMSCI, 11   "
struttura616,2021-01-01T00:00:00+01:00,2021-04-01T20:05:19+02:00,Piedicastello,,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/piedicastello/12606333-2-ita-IT/Piedicastello.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-983539,0461-983539,circolo.coordinamento05@provincia.tn.it,,,"SCUOLA MATERNA DI PIEDICASTELLO","VIA DOS TRENTO, 86  ",38122,616,0,18,,1,60,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.071512,11.114278,"VIA DOS TRENTO, 86   "
struttura602,2021-01-01T00:00:00+01:00,2021-04-01T20:05:15+02:00,"Crosina Sartori",,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/crosina-sartori/12605885-2-ita-IT/Crosina-Sartori.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 10 - Oltrefersina",0461-925679,0461-925679,circolo.coordinamento03@provincia.tn.it,,,"SCUOLA MATERNA ""CROSINA SARTORI""","VIA GOCCIADORO, 84  ",38122,602,0,18,,1,45,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.055465,11.132422,"VIA GOCCIADORO, 84   "
struttura575,2021-01-01T00:00:00+01:00,2021-04-01T20:05:07+02:00,"Il Piccolo Girasole - Marnighe",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-piccolo-girasole-marnighe/12605021-2-ita-IT/Il-Piccolo-Girasole-Marnighe.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 06 - Argentario",0461-236528,0461-236528,cognola@citta-futura.it,,,"ASILO NIDO ""IL PICCOLO GIRASOLE"" (MARNIGHE)COGNOLA","VIA CARLO E VALERIA JULG, 40  ",38121,575,0,18,,1,4,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.077468,11.141735,"VIA CARLO E VALERIA JULG, 40   "
struttura591,2021-01-01T00:00:00+01:00,2021-04-01T20:05:12+02:00,Gardolo,,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gardolo2/12605533-2-ita-IT/Gardolo.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 01 - Gardolo",0461-438965,0461-438965,gardolo@citta-futura.it,,,"ASILO NIDO DI VIA 4 NOVEMBRE/RIENZA GARDOLO (PAT)","VIA 4 NOVEMBRE, 98  B",38121,591,0,18,,1,21,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.100976,11.112584,"VIA 4 NOVEMBRE, 98  B "
struttura594,2021-01-01T00:00:00+01:00,2021-04-01T20:05:13+02:00,"Roncafort (via Caneppele)",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/roncafort-via-caneppele/12605629-2-ita-IT/Roncafort-via-Caneppele.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 01 - Gardolo",0461-829854,0461-829854,roncafort@citta-futura.it,,,"ASILO NIDO A RONCAFORT (PROPRIETÀ ITEA)","VIA L. CANEPPELE, 19  ",38121,594,0,18,,1,25,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.100689,11.101801,"VIA L. CANEPPELE, 19   "
struttura615,2021-01-01T00:00:00+01:00,2021-04-01T20:05:19+02:00,"Il Quadrifoglio - Solteri",,"Per maggiori informazioni vedi la 						
					                scheda della scuola
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-quadrifoglio-solteri/12606301-2-ita-IT/Il-Quadrifoglio-Solteri.jpg,"Scuola d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-821343,0461-821343,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA MATERNA A ASILO NIDO SOLTERI","VIA DEI SOLTERI, 24  ",38121,615,0,18,,1,59,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.087821,11.12102,"VIA DEI SOLTERI, 24   "
struttura574,2021-01-01T00:00:00+01:00,2021-04-01T20:05:07+02:00,"Aquilone - Gardolo",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/aquilone-gardolo/12604989-2-ita-IT/Aquilone-Gardolo.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 01 - Gardolo",0461-889721,0461-889720,asilonido.gardolo@comune.trento.it,,,"SCUOLA MATERNA E ASILO NIDO GARDOLO PALUDI","VIA PALUDI, 9  1",38121,574,0,18,,1,3,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.104441,11.108045,"VIA PALUDI, 9  1 "
struttura583,2021-01-01T00:00:00+01:00,2021-04-01T20:05:09+02:00,"Gianni Rodari",,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gianni-rodari/12605277-2-ita-IT/Gianni-Rodari.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-233192,0461-233192,rodari@citta-futura.it,,,"SCUOLA MATERNA E ASILO NIDO ""GIANNI RODARI""","VIA B. GIOVANELLI, 6  ",38122,583,0,18,,1,13,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.064574,11.131186,"VIA B. GIOVANELLI, 6   "
struttura287,2011-01-01T21:40:07+01:00,2021-04-30T20:05:02+02:00,"Cantiere illuminazione e semafori  - via Maccani","Informazioni di contatto, personale assegnato e altre informazioni utili",,,,,,"Altra struttura","OPERE DI URBANIZZAZIONE PRIMARIA",,"Reti tecnologiche",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889687,0461-884704,servizio.opereurbanizzazioneprimaria@comune.trento.it,,opereurbanizzazione@pec.comune.trento.it,"CANTIERE COMUNALE DI VIA MACCANI","VIA E. MACCANI, 110  7",38121,287,287,23,,2,1,,2011-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.089874,11.111923,"VIA E. MACCANI, 110  7 "
struttura578,2021-01-01T00:00:00+01:00,2021-06-26T20:05:01+02:00,Torrione,,"Per maggiori informazioni vedi la 						
					                scheda del nido
    
",,,,/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/torrione/12605117-2-ita-IT/Torrione.jpg,"Nido d'infanzia","SERVIZI ALL'INFANZIA E ISTRUZIONE",,"Servizi per l'infanzia e istruzione",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-889725,0461-889725,asilonido.torrione@comune.trento.it,,,"EDIFICIO ""TORRIONE"" (MATERNA-NIDO-MENSA BRESADOLA)","VIA AL TORRIONE, 10  ",38122,578,0,18,,1,7,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.065259,11.122383,"VIA AL TORRIONE, 10   "
struttura629,2021-07-01T00:00:00+02:00,2021-08-09T09:33:05+02:00,Stamperia,"La stamperia è una struttura interna che svolge attività di stampa e copisteria a servizio esclusivo degli uffici comunali quindi non è mai aperta al pubblico.",,,,,,"Altra struttura","APPALTI E PARTENARIATI",,"Partenariato pubblico privato ed economato",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-884336,,stamperia@comune.trento.it,,,"UFFICI COMUNALI PALAZZO THUN","VIA R. BELENZANI, 19  ",38122,629,0,2,,4,1,,2021-07-01T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.069111,11.121313,"VIA R. BELENZANI, 19   "
struttura448,2017-01-01T00:00:00+01:00,2021-08-09T10:32:03+02:00,Avvocatura,,,"


Provvede alla tutela dei diritti e degli interessi del Comune in qualsiasi sede e forma. Formula pareri su atti comunali che possano dare adito a contestazioni o comunque costituire materia di lite. 

Assicura inoltre la consulenza su materie giuridiche nonché sulla attività legislativa dello Stato, della Regione e della Provincia a richiesta degli Amministratori comunali, del Segretario generale, nonché delle altre strutture organizzative comunali.

Le attività di patrocinio sono svolte da tutti i laureati assegnati alla struttura in possesso della relativa abilitazione e iscritti nell'apposito elenco.

 Cura le problematiche e la gestione diretta del contenzioso tributario.


",,"Previo appuntamento",,"Altra struttura","SEGRETERIA GENERALE",,,,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-884350,0461-884159,avvocatura@comune.trento.it,,avvocatura@pec.comune.trento.it,"UFFICI COMUNALI EDIFICIO ""ANNONA CIVICA"" P. FIERA","PIAZZA DI FIERA, 17  ",38122,448,0,1,,,1,,2017-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.064971,11.123015,"PIAZZA DI FIERA, 17   "
struttura624,2021-04-01T00:00:00+02:00,2021-08-09T11:06:22+02:00,"Ausiliari Biblioteca",,,,,"Previo appuntamento",,"Altra struttura","BIBLIOTECA E ARCHIVIO STORICO",,"Servizi al pubblico e organizzazione tecnica",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889526,,,,,"BIBLIOTECA COMUNALE  ""EX COLLEGIO GESUITI""","VIA ROMA, 55  ",38122,624,0,17,,1,19,,2021-04-01T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.069736,11.120889,"VIA ROMA, 55   "
struttura207,2009-01-01T00:00:00+01:00,2021-08-13T08:44:56+02:00,"Cantiere Strade","Informazioni di contatto, personale assegnato e altre informazioni utili",,,,"Previo appuntamento",,"Ulteriore struttura","GESTIONE STRADE E PARCHI",,"Manutenzione aree demaniali (Strade)",,,"Circoscrizione n. 12 - Centro storico - Piedicastello","0461-889672  0461-884780",0461-889670,,,,"CANTIERE COMUNALE DI VIA MACCANI","VIA E. MACCANI, 110  7",38121,207,207,27,,2,,1,2009-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.089874,11.111923,"VIA E. MACCANI, 110  7 "
struttura205,2009-01-01T00:00:00+01:00,2021-08-13T08:46:24+02:00,"Serre comunali",,,,,"Previo appuntamento",,"Ulteriore struttura","GESTIONE STRADE E PARCHI",,"Parchi e giardini",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","0461-884528 0461-884541",,,,,"UFFICI COMUNALI E SERRE ""MASO SCHMALZL""","VIA DEL MASO SMALZ, 3  ",38122,205,205,27,,1,,1,2009-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.053134,11.115962,"VIA DEL MASO SMALZ, 3   "
struttura526,2021-01-01T00:00:00+01:00,2021-08-13T09:55:40+02:00,"Area Inclusione sociale",,,,,"Previo appuntamento ",,"Altra struttura","WELFARE E COESIONE SOCIALE",,"Inclusione sociale, adulti e disabilità",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-884466,,servizio.welfare@comune.trento.it,,servizio.welfare@pec.comune.trento.it,"UFFICI COMUNALI EDIFICIO VIA BRONZETTI","VIA F.LLI BRONZETTI, 1  ",38122,526,0,15,,4,1,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.059597,11.121087,"VIA F.LLI BRONZETTI, 1   "
struttura530,2021-01-01T00:00:00+01:00,2021-08-13T09:53:28+02:00,"Area Minori e tutela",,,,,"Previo appuntamento ",,"Altra struttura","WELFARE E COESIONE SOCIALE",,"Famiglie e minori",,,"Circoscrizione n. 01 - Gardolo",0461-889825,,servizio.welfare@comune.trento.it,,servizio.welfare@pec.comune.trento.it,"PALAZZO CRIVELLI A GARDOLO (E CABINA ENEL)","VIA SANT'ANNA,  5  A",38121,530,0,15,,1,2,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.109382,11.110916,"VIA SANT&#039;ANNA,  5  A "
struttura529,2021-01-01T00:00:00+01:00,2021-09-24T20:05:02+02:00,"Area Minori promozione",,,,,,,"Altra struttura","WELFARE E COESIONE SOCIALE",,"Famiglie e minori",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889880,,servizio.welfare@comune.trento.it,,servizio.welfare@pec.comune.trento.it,"UFFICI COMUNALI DI VIA ALFIERI (PALAZZO EX ENEL)","VIA V. ALFIERI, 6  ",38122,529,0,15,,1,1,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.070034,11.121492,"VIA V. ALFIERI, 6   "
struttura527,2021-01-01T00:00:00+01:00,2021-09-24T20:05:01+02:00,"Area adulti e disabili",,,,,"Previo appuntamento ",,"Altra struttura","WELFARE E COESIONE SOCIALE",,"Inclusione sociale, adulti e disabilità",,,"Circoscrizione n. 10 - Oltrefersina",0461-889960,,servizio.welfare@comune.trento.it,,servizio.welfare@pec.comune.trento.it,"CENTRO CIVICO OLTREFERSINA - CLARINA","VIA LA CLARINA, 2  1",38123,527,0,15,,4,2,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.051936,11.128265,"VIA LA CLARINA, 2  1 "
struttura355,2015-03-01T00:00:00+01:00,2021-11-09T10:37:40+01:00,"Centro musica",," ",,,"vedi informazioni dettagliate sulle caratteristiche del centro e su orari, tariffe e contatti",,"Altra struttura","CULTURA, TURISMO E POLITICHE GIOVANILI",,,,,"Circoscrizione n. 10 - Oltrefersina",0461-217497,,ufficio.politichegiovanili@comune.trento.it,,,"CENTRO MUSICA (PROPRIETÀ OPERA UNIVERSITARIA)","VIA DELLA MALPENSADA, 82  A",38123,355,0,28,,,2,,2015-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.045689,11.13303,"VIA DELLA MALPENSADA, 82  A "
struttura206,2009-01-01T00:00:00+01:00,2022-01-11T20:05:02+01:00,"Autoparco e Officina","Informazioni di contatto, personale assegnato e altre informazioni utili",,,,"Previo appuntamento da lunedì a venerdì 8.30/12.00",,"Ulteriore struttura","GESTIONE STRADE E PARCHI",,"Manutenzione aree demaniali (Strade)",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-884782,,,,,"CANTIERE COMUNALE DI VIA MACCANI","VIA E. MACCANI, 110  7",38121,206,206,27,,2,,3,2009-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.089874,11.111923,"VIA E. MACCANI, 110  7 "
struttura552,2021-01-01T00:00:00+01:00,2022-08-05T20:05:01+02:00,Toponomastica,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili",,,,"Previo appuntamento ",,"Altra struttura",URBANISTICA,,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","0461-884640 0461-884660",0461-884702,,,,"TOP CENTER  - UFFICI COMUNALI (PRIVATO)","VIA DEL BRENNERO, 312  ",38121,552,0,53,,,1,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.090683,11.117483,"VIA DEL BRENNERO, 312   "
struttura708,2022-06-30T00:00:00+02:00,2022-09-09T11:58:42+02:00,Archivio,,,,,,,"Altra struttura","INNOVAZIONE E TRANSIZIONE DIGITALE",,"Protocollo e archivio",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889375,0461-889370,archivio.deposito@comune.trento.it,,protocollo@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,708,0,8,,3,1,,2022-06-30T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura620,2021-01-01T00:00:00+01:00,2023-03-27T13:26:56+02:00,URP,,,"


funge da interfaccia fra il cittadino e l’amministrazione e fornisce ai cittadini le informazioni sui servizi messi a disposizione dall’Amministrazione e più in generale sulle tematiche di rilevante interesse pubblico

raccoglie e gestisce le segnalazioni, reclami e proposte dei cittadini in merito ai servizi e all'attività dell'Amministrazione.


vedi ulteriori informazioni sull'attività dell'Urp",,"A partire da lunedì 27 marzo 2023:


lunedì 8.30-13.30

martedì 8.30-13.30, 14.30-16.30

mercoledì 8.30-13.30

giovedì 8.30-13.30, 14.30-16.30

venerdì 8.30-13.30


",,"Ulteriore struttura","GABINETTO E PUBBLICHE RELAZIONI",,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","0461-884453  0461-884005  numero verde 800017615",0461-884457,comurp@comune.trento.it,,,"UFFICI COMUNALI EDIFICIO TORRE MIRANA E LOGGIA","VIA R. BELENZANI, 3  ",38122,620,0,4,,,1,,2021-01-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.069545,11.121285,"VIA R. BELENZANI, 3   "
struttura734,2021-11-01T00:00:00+01:00,2023-04-05T11:51:51+02:00,"Squadra gestione risorse economiche",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Procedure sanzionatorie, varchi e ZTL",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,734,0,6,,3,2,,2021-11-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura729,2023-03-01T00:00:00+01:00,2023-04-05T12:00:07+02:00,"Squadra servizi, segreteria e protocollo",,,"
A questa unità organizzativa compete l’attività d’ufficio a supporto dei reparti, la gestione della corrispondenza in entrata/uscita del servizio, la gestione del protocollo informatico Pi.Tre, l’istruttoria e la predisposizione dei provvedimenti di natura riservata a firma dei dirigenti, le disposizioni e le comunicazioni interne. Predispone i comunicati stampa ed effettua la raccolta di dati statistici relativi alle attività svolte dai singoli Reparti elaborandoli. Gestisce le risposte per il Sensor civico. Predispone i servizi diurni su proposta dei funzionari capo reparto, i servizi serali, notturni, festivi domenicali e festivi infrasettimanali. Cura ed organizza i servizi elettorali attingendo a tutto il personale del Corpo. Gestisce la rendicontazione delle ore straordinarie effettuate nei vari servizi ai fini retributivi. Mantiene i rapporti con il servizio Risorse umane.
Riceve e gestisce l’iter delle pratiche relative ai casi di malattia, degli infortuni sul lavoro o in itinere, dei permessi ecc. del personale. Cura lo stato giuridico del personale, la disciplina, i procedimenti disciplinari, cura la gestione delle presenze e delle assenze, la partecipazione ai corsi di formazione, le prestazioni straordinarie, le missioni, le trasferte, le aspettative, le maternità, i congedi parentali ecc., gestisce la rendicontazione degli obiettivi Foreg. Gestisce la comunicazione interna ed esterna e gli adempimenti afferenti lo stato giuridico del personale necessari allo svolgimento delle funzioni d'istituto. Cura i rapporti con il Consorzio dei Comuni Trentini per la predisposizione della formazione del personale ed organizza i corsi interni ed esterni. Cura la formazione del personale e degli ausiliari del traffico. Sovraintende all’attività relativa alla custodia dell’armeria e alle operazioni di assegnazione, consegna e conservazione delle armi e delle munizioni. Segue con i dirigenti il monitoraggio dei piani e le relative misure di attuazione per la prevenzione della corruzione, della tutela della privacy, del trattamento dei dati.Segue gli adempimenti afferenti alla pubblicazione delle informazioni in “Amministrazione trasparente”.",,"Previo appuntamento",,"Ulteriore struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,,Comando,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,729,0,6,,,1,1,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura736,2023-03-01T00:00:00+01:00,2023-04-08T20:05:15+02:00,"Squadra ambiente ed edilizia",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Polizia commerciale, ambientale ed edilizia",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.ediliziaambiente@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,736,0,6,,4,2,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
